"","X","ID","num_of_leaves","model","non_binary_prob","planted","remove_extinct","rescale_to_height","dupl_rate","loss_rate","hgt_rate","prohibit_extinction","replace_prob","LDT_Edges","Fitch_true_Edges","Fraction_of_Xenologs","Number_of_Species","Number_of_leaves_tgt","Number_of_leaves_ogt","T_ldt_false_positive","T_ldt_true_positive","T_ldt_false_negative","T_triple","T_ldt_triple","S_ldt_false_positive","S_ldt_true_positive","S_ldt_false_negative","S_triple","S_ldt_triple","Number_of_Nodes_ldt_100","Edges_rs_false_positive_100","Edges_rs_false_negative_100","Edges_rs_true_positive_100","Fitch_rs_Edges_100","Edges_cd_false_positive_100","Edges_cd_false_negative_100","Edges_cd_true_positive_100","Number_of_Nodes_ldt_80","Edges_rs_false_positive_80","Edges_rs_false_negative_80","Edges_rs_true_positive_80","Fitch_rs_Edges_80","Edges_cd_false_positive_80","Edges_cd_false_negative_80","Edges_cd_true_positive_80","Number_of_Nodes_ldt_60","Edges_rs_false_positive_60","Edges_rs_false_negative_60","Edges_rs_true_positive_60","Fitch_rs_Edges_60","Edges_cd_false_positive_60","Edges_cd_false_negative_60","Edges_cd_true_positive_60","Number_of_Nodes_ldt_40","Edges_rs_false_positive_40","Edges_rs_false_negative_40","Edges_rs_true_positive_40","Fitch_rs_Edges_40","Edges_cd_false_positive_40","Edges_cd_false_negative_40","Edges_cd_true_positive_40","Number_of_Nodes_ldt_20","Edges_rs_false_positive_20","Edges_rs_false_negative_20","Edges_rs_true_positive_20","Fitch_rs_Edges_20","Edges_cd_false_positive_20","Edges_cd_false_negative_20","Edges_cd_true_positive_20","Group","tn_cd_100","tn_cd_80","tn_cd_60","tn_cd_40","tn_cd_20","tn_rs_100","tn_rs_80","tn_rs_60","tn_rs_40","tn_rs_20","recall_cd_100","recall_cd_80","recall_cd_60","recall_cd_40","recall_cd_20","recall_rs_100","recall_rs_80","recall_rs_60","recall_rs_40","recall_rs_20","precision_cd_100","precision_cd_80","precision_cd_60","precision_cd_40","precision_cd_20","precision_rs_100","precision_rs_80","precision_rs_60","precision_rs_40","precision_rs_20","accuracy_cd_100","accuracy_cd_80","accuracy_cd_60","accuracy_cd_40","accuracy_cd_20","accuracy_rs_100","accuracy_rs_80","accuracy_rs_60","accuracy_rs_40","accuracy_rs_20"
"6760",6759,"P6_0759",23,"innovation",0.325953123523477,"True","False",1,1.5,1.5,1.5,"per_family",1,61,205,0.297560975609756,23,48,25,1445,848,0,2293,848,1672,63,0,1735,63,25,0,8,97,97,12,24,81,25,20,13,29,49,0,3,39,25,0,0,44,44,6,7,37,25,6,7,11,17,0,5,13,25,1,1,4,5,1,1,4,"P6",183,258,250,282,294,195,238,256,276,294,0.771428571428571,0.928571428571429,0.840909090909091,0.722222222222222,0.8,0.923809523809524,0.69047619047619,1,0.611111111111111,0.8,0.870967741935484,1,0.86046511627907,1,0.8,1,0.591836734693878,1,0.647058823529412,0.8,0.88,0.99,0.956666666666667,0.983333333333333,0.993333333333333,0.973333333333333,0.89,1,0.956666666666667,0.993333333333333
"6761",6760,"P6_0760",13,"innovation",0.479361610221743,"True","False",1,1.5,1.5,1.5,"per_family",1,63,482,0.130705394190871,13,61,37,5350,1851,0,7201,1851,94,33,0,127,33,37,12,48,142,154,30,80,110,37,31,34,100,131,26,58,76,37,24,17,48,72,0,17,48,37,5,11,50,55,9,29,32,37,0,11,0,0,0,11,0,"P6",446,506,601,596,655,464,501,577,600,655,0.578947368421053,0.567164179104478,0.738461538461539,0.524590163934426,0,0.747368421052632,0.746268656716418,0.738461538461539,0.819672131147541,0,0.785714285714286,0.745098039215686,1,0.780487804878049,NA,0.922077922077922,0.763358778625954,0.666666666666667,0.909090909090909,NA,0.834834834834835,0.873873873873874,0.974474474474474,0.942942942942943,0.983483483483483,0.90990990990991,0.902402402402402,0.938438438438438,0.975975975975976,0.983483483483483
"6762",6761,"P6_0761",29,"innovation",0.465254373068835,"True","False",1,1.5,1.5,1.5,"per_family",1,234,433,0.540415704387991,29,54,33,3818,780,0,4598,780,1930,911,0,2841,911,33,0,59,164,164,7,74,149,33,0,16,104,104,5,28,92,33,2,21,69,71,0,27,63,33,0,17,47,47,0,23,41,33,0,0,8,8,0,0,8,"P6",298,403,438,464,520,305,408,436,464,520,0.668161434977579,0.766666666666667,0.7,0.640625,1,0.73542600896861,0.866666666666667,0.766666666666667,0.734375,1,0.955128205128205,0.948453608247423,1,1,1,1,1,0.971830985915493,1,1,0.846590909090909,0.9375,0.948863636363636,0.956439393939394,1,0.888257575757576,0.96969696969697,0.956439393939394,0.96780303030303,1
"6763",6762,"P6_0762",15,"innovation",0.298374966927912,"True","False",1,1.5,1.5,1.5,"per_family",1,62,97,0.639175257731959,15,37,16,396,163,0,559,163,343,92,0,435,92,16,3,5,43,46,5,12,36,16,0,1,21,21,0,1,21,16,1,1,8,9,0,0,9,16,3,3,6,9,0,0,9,16,0,1,0,0,0,1,0,"P6",67,98,111,111,119,69,98,110,108,119,0.75,0.954545454545455,1,1,0,0.895833333333333,0.954545454545455,0.888888888888889,0.666666666666667,0,0.878048780487805,1,1,1,NA,0.934782608695652,1,0.888888888888889,0.666666666666667,NA,0.858333333333333,0.991666666666667,1,1,0.991666666666667,0.933333333333333,0.991666666666667,0.983333333333333,0.95,0.991666666666667
"6764",6763,"P6_0763",31,"innovation",0.322701661929521,"True","False",1,1.5,1.5,1.5,"per_family",1,86,1978,0.0434782608695652,31,105,91,113818,5246,0,119064,5246,2526,1162,0,3688,1162,91,0,585,109,109,0,586,108,91,0,570,99,99,0,570,99,91,0,351,81,81,0,351,81,91,0,220,31,31,0,220,31,91,0,54,15,15,0,54,15,"P6",3401,3426,3663,3844,4026,3401,3426,3663,3844,4026,0.155619596541787,0.147982062780269,0.1875,0.123505976095618,0.217391304347826,0.157060518731988,0.147982062780269,0.1875,0.123505976095618,0.217391304347826,1,1,1,1,1,1,1,1,1,1,0.856898656898657,0.860805860805861,0.914285714285714,0.946275946275946,0.986813186813187,0.857142857142857,0.860805860805861,0.914285714285714,0.946275946275946,0.986813186813187
"6765",6764,"P6_0764",17,"innovation",0.378910008947788,"True","False",1,1.5,1.5,1.5,"per_family",1,15,16,0.9375,17,21,17,346,15,0,361,15,241,105,0,346,105,17,0,0,9,9,0,0,9,17,0,0,9,9,0,0,9,17,0,0,7,7,0,0,7,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,"P6",127,127,129,136,136,127,127,129,136,136,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"6766",6765,"P6_0765",32,"innovation",0.100548365112668,"True","False",1,1.5,1.5,1.5,"per_family",1,182,1290,0.141085271317829,32,93,58,24197,6657,0,30854,6657,3820,1138,0,4958,1138,58,11,204,229,240,29,254,179,58,6,113,266,272,6,188,191,58,7,99,109,116,0,98,110,58,0,42,98,98,10,72,68,58,3,26,6,9,3,26,6,"P6",1191,1268,1445,1503,1618,1209,1268,1438,1513,1618,0.413394919168591,0.503957783641161,0.528846153846154,0.485714285714286,0.1875,0.528868360277136,0.701846965699208,0.524038461538462,0.7,0.1875,0.860576923076923,0.969543147208122,1,0.871794871794872,0.666666666666667,0.954166666666667,0.977941176470588,0.939655172413793,1,0.666666666666667,0.828796128251664,0.882637628554144,0.940713853599516,0.950393224440411,0.982456140350877,0.869933454325469,0.928009679370841,0.935874168179068,0.97459165154265,0.982456140350877
"6767",6766,"P6_0766",25,"innovation",0.462650409798283,"True","False",1,1.5,1.5,1.5,"per_family",1,340,349,0.974212034383954,25,45,36,6994,135,0,7129,135,1126,939,0,2065,939,36,78,6,98,176,0,0,104,36,36,4,147,183,0,0,151,36,45,5,94,139,0,0,99,36,14,2,28,42,0,0,30,36,0,0,11,11,0,0,11,"P6",526,479,531,600,619,448,443,486,586,619,1,1,1,1,1,0.942307692307692,0.973509933774834,0.94949494949495,0.933333333333333,1,1,1,1,1,1,0.556818181818182,0.80327868852459,0.676258992805755,0.666666666666667,1,1,1,1,1,1,0.866666666666667,0.936507936507937,0.920634920634921,0.974603174603175,1
"6768",6767,"P6_0767",12,"innovation",0.059678571768171,"True","False",1,1.5,1.5,1.5,"per_family",1,33,43,0.767441860465116,12,19,14,364,0,0,364,0,165,55,0,220,55,14,0,7,16,16,0,7,16,14,0,0,12,12,0,0,12,14,0,0,6,6,0,0,6,14,0,4,0,0,0,4,0,14,0,0,1,1,0,0,1,"P6",68,79,85,87,90,68,79,85,87,90,0.695652173913043,1,1,0,1,0.695652173913043,1,1,0,1,1,1,1,NA,1,1,1,1,NA,1,0.923076923076923,1,1,0.956043956043956,1,0.923076923076923,1,1,0.956043956043956,1
"6769",6768,"P6_0768",27,"innovation",0.084288421468153,"True","False",1,1.5,1.5,1.5,"per_family",1,12,12,1,27,13,6,20,0,0,20,0,2912,9,0,2921,9,6,0,0,5,5,0,0,5,6,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,"P6",10,14,15,14,15,10,14,15,14,15,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"6770",6769,"P6_0769",34,"innovation",0.217124128979938,"True","False",1,1.5,1.5,1.5,"per_family",1,292,2048,0.142578125,34,109,85,82097,15759,0,97856,15759,4435,1393,0,5828,1393,85,60,293,412,472,62,308,397,85,60,326,372,432,68,379,319,85,66,219,394,460,71,265,348,85,0,84,48,48,0,84,48,85,0,38,15,15,0,38,15,"P6",2803,2804,2886,3438,3517,2805,2812,2891,3438,3517,0.563120567375887,0.45702005730659,0.567699836867863,0.363636363636364,0.283018867924528,0.584397163120567,0.532951289398281,0.642740619902121,0.363636363636364,0.283018867924528,0.864923747276688,0.824289405684755,0.83054892601432,1,1,0.872881355932203,0.861111111111111,0.856521739130435,1,1,0.896358543417367,0.874789915966387,0.905882352941176,0.976470588235294,0.989355742296919,0.901120448179272,0.89187675070028,0.920168067226891,0.976470588235294,0.989355742296919
"6771",6770,"P6_0770",12,"innovation",0.392901441697316,"True","False",1,1.5,1.5,1.5,"per_family",1,20,45,0.444444444444444,12,18,12,155,49,0,204,49,122,62,0,184,62,12,0,0,32,32,4,13,19,12,0,0,19,19,2,8,11,12,0,8,0,0,0,8,0,12,0,1,2,2,0,1,2,12,0,1,0,0,0,1,0,"P6",30,45,58,63,65,34,47,58,63,65,0.59375,0.578947368421053,0,0.666666666666667,0,1,1,0,0.666666666666667,0,0.826086956521739,0.846153846153846,NA,1,NA,1,1,NA,1,NA,0.742424242424242,0.848484848484849,0.878787878787879,0.984848484848485,0.984848484848485,1,1,0.878787878787879,0.984848484848485,0.984848484848485
"6772",6771,"P6_0771",16,"innovation",0.144492684865261,"True","False",1,1.5,1.5,1.5,"per_family",1,599,1817,0.329664281783159,16,111,65,35672,8008,0,43680,8008,161,390,0,551,390,65,12,164,498,510,12,365,297,65,47,193,307,354,23,237,263,65,12,127,132,144,2,136,123,65,9,59,167,176,5,100,126,65,0,25,29,29,0,25,29,"P6",1406,1557,1819,1849,2026,1406,1533,1809,1845,2026,0.448640483383686,0.526,0.474903474903475,0.557522123893805,0.537037037037037,0.75226586102719,0.614,0.50965250965251,0.738938053097345,0.537037037037037,0.961165048543689,0.91958041958042,0.984,0.961832061068702,1,0.976470588235294,0.867231638418079,0.916666666666667,0.948863636363636,1,0.81875,0.875,0.933653846153846,0.949519230769231,0.987980769230769,0.915384615384615,0.884615384615385,0.933173076923077,0.967307692307692,0.987980769230769
"6773",6772,"P6_0772",28,"innovation",0.259778751129314,"True","False",1,1.5,1.5,1.5,"per_family",1,326,422,0.772511848341232,28,59,44,12033,1139,0,13172,1139,2598,586,0,3184,586,44,0,27,167,167,0,27,167,44,0,20,134,134,12,32,122,44,0,15,84,84,0,15,84,44,0,4,50,50,0,4,50,44,5,2,10,15,0,0,12,"P6",752,780,847,892,934,752,792,847,892,929,0.860824742268041,0.792207792207792,0.848484848484849,0.925925925925926,1,0.860824742268041,0.87012987012987,0.848484848484849,0.925925925925926,0.833333333333333,1,0.91044776119403,1,1,1,1,1,1,1,0.666666666666667,0.971458773784355,0.953488372093023,0.984143763213531,0.995771670190275,1,0.971458773784355,0.978858350951374,0.984143763213531,0.995771670190275,0.992600422832981
"6774",6773,"P6_0773",42,"innovation",0.114535752430291,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,42,3,1,0,0,0,0,0,11403,0,0,11403,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"P6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6775",6774,"P6_0774",30,"innovation",0.480181637451828,"True","False",1,1.5,1.5,1.5,"per_family",1,114,142,0.802816901408451,30,40,32,4696,50,0,4746,50,2969,623,0,3592,623,32,14,16,49,63,0,2,63,32,13,13,31,44,0,0,44,32,12,12,1,13,12,12,1,32,0,8,9,9,0,8,9,32,0,0,0,0,0,0,0,"P6",431,452,471,479,496,417,439,471,479,496,0.969230769230769,1,0.0769230769230769,0.529411764705882,NA,0.753846153846154,0.704545454545455,0.0769230769230769,0.529411764705882,NA,1,1,0.0769230769230769,1,NA,0.777777777777778,0.704545454545455,0.0769230769230769,1,NA,0.995967741935484,1,0.951612903225806,0.983870967741935,1,0.939516129032258,0.94758064516129,0.951612903225806,0.983870967741935,1
"6776",6775,"P6_0775",43,"innovation",0.16907711370741,"True","False",1,1.5,1.5,1.5,"per_family",1,426,6575,0.0647908745247148,43,146,139,393770,43362,0,437132,43362,6444,5325,0,11769,5325,139,107,1955,1039,1146,140,2018,976,139,32,1524,675,707,32,1541,658,139,80,1159,417,497,80,1164,412,139,0,461,152,152,0,461,152,139,0,111,140,140,0,179,72,"P6",6457,7360,7935,8978,9340,6490,7360,7935,8978,9340,0.325985303941216,0.299226921327876,0.261421319796954,0.247960848287113,0.286852589641434,0.347027388109552,0.306957708049113,0.264593908629442,0.247960848287113,0.557768924302789,0.874551971326165,0.953623188405797,0.83739837398374,1,1,0.906631762652705,0.954738330975955,0.839034205231388,1,1,0.774997393389636,0.835992075904494,0.870295068293192,0.951934104890001,0.981336669794599,0.785006777186946,0.837764570951934,0.870816390365968,0.951934104890001,0.98842664998436
"6777",6776,"P6_0776",23,"innovation",0.31696054371366,"True","False",1,1.5,1.5,1.5,"per_family",1,32,42,0.761904761904762,23,20,11,158,7,0,165,7,1280,86,0,1366,86,11,0,0,22,22,0,0,22,11,0,2,7,7,0,2,7,11,0,4,8,8,0,4,8,11,0,0,2,2,0,0,2,11,0,0,1,1,0,0,1,"P6",33,46,43,53,54,33,46,43,53,54,1,0.777777777777778,0.666666666666667,1,1,1,0.777777777777778,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.963636363636364,0.927272727272727,1,1,1,0.963636363636364,0.927272727272727,1,1
"6778",6777,"P6_0777",29,"innovation",0.078879385475727,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,29,6,4,4,0,0,4,0,3592,0,0,3592,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"P6",6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6779",6778,"P6_0778",10,"innovation",0.11259239919613,"True","False",1,1.5,1.5,1.5,"per_family",1,23,29,0.793103448275862,10,25,12,174,46,0,220,46,96,6,0,102,6,12,0,0,13,13,0,0,13,12,0,0,13,13,0,0,13,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,"P6",53,53,66,66,66,53,53,66,66,66,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6780",6779,"P6_0779",49,"innovation",0.460682166509011,"True","False",1,1.5,1.5,1.5,"per_family",1,4,5,0.8,49,18,6,16,4,0,20,4,17127,0,0,17127,0,6,0,0,3,3,0,0,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"P6",12,15,15,15,15,12,15,15,15,15,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"6781",6780,"P6_0780",38,"innovation",0.124558574039173,"True","False",1,1.5,1.5,1.5,"per_family",1,460,2820,0.163120567375887,38,146,101,147571,18643,0,166214,18643,5900,2059,0,7959,2059,101,18,388,582,600,96,479,491,101,18,301,463,481,0,331,433,101,12,236,324,336,43,312,248,101,19,70,225,244,19,171,124,101,0,38,66,66,11,52,52,"P6",3984,4286,4447,4736,4935,4062,4268,4478,4736,4946,0.506185567010309,0.566753926701571,0.442857142857143,0.420338983050847,0.5,0.6,0.606020942408377,0.578571428571429,0.76271186440678,0.634615384615385,0.836456558773424,1,0.852233676975945,0.867132867132867,0.825396825396825,0.97,0.962577962577963,0.964285714285714,0.922131147540984,1,0.886138613861386,0.934455445544555,0.92970297029703,0.962376237623762,0.987524752475248,0.91960396039604,0.936831683168317,0.950891089108911,0.982376237623762,0.992475247524752
"6782",6781,"P6_0781",22,"innovation",0.452981179455502,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,22,8,1,0,0,0,0,0,1412,0,0,1412,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"P6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6783",6782,"P6_0782",16,"innovation",0.450371534503839,"True","False",1,1.5,1.5,1.5,"per_family",1,85,173,0.491329479768786,16,43,22,806,640,0,1446,640,456,84,0,540,84,22,0,8,55,55,0,10,53,22,0,6,43,43,0,14,35,22,0,14,19,19,0,15,18,22,0,0,12,12,0,1,11,22,0,1,5,5,0,1,5,"P6",168,182,198,219,225,168,182,198,219,225,0.841269841269841,0.714285714285714,0.545454545454545,0.916666666666667,0.833333333333333,0.873015873015873,0.877551020408163,0.575757575757576,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.956709956709957,0.939393939393939,0.935064935064935,0.995670995670996,0.995670995670996,0.965367965367965,0.974025974025974,0.939393939393939,1,0.995670995670996
"6784",6783,"P6_0783",15,"innovation",0.372332692218431,"True","False",1,1.5,1.5,1.5,"per_family",1,14,39,0.358974358974359,15,26,11,113,52,0,165,52,373,10,0,383,10,11,0,3,26,26,0,11,18,11,0,1,14,14,0,5,10,11,0,0,3,3,0,0,3,11,0,2,3,3,0,2,3,11,0,0,0,0,0,0,0,"P6",26,40,52,50,55,26,40,52,50,55,0.620689655172414,0.666666666666667,1,0.6,NA,0.896551724137931,0.933333333333333,1,0.6,NA,1,1,1,1,NA,1,1,1,1,NA,0.8,0.909090909090909,1,0.963636363636364,1,0.945454545454545,0.981818181818182,1,0.963636363636364,1
"6785",6784,"P6_0784",18,"innovation",0.146984642198179,"True","False",1,1.5,1.5,1.5,"per_family",1,60,187,0.320855614973262,18,41,22,968,572,0,1540,572,682,82,0,764,82,22,0,6,56,56,0,23,39,22,0,8,39,39,0,12,35,22,0,17,16,16,0,17,16,22,0,11,6,6,0,11,6,22,0,1,5,5,0,2,4,"P6",169,184,198,214,225,169,184,198,214,225,0.629032258064516,0.74468085106383,0.484848484848485,0.352941176470588,0.666666666666667,0.903225806451613,0.829787234042553,0.484848484848485,0.352941176470588,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.9004329004329,0.948051948051948,0.926406926406926,0.952380952380952,0.991341991341991,0.974025974025974,0.965367965367965,0.926406926406926,0.952380952380952,0.995670995670996
"6786",6785,"P6_0785",26,"innovation",0.052525708967509,"True","False",1,1.5,1.5,1.5,"per_family",1,75,89,0.842696629213483,26,31,25,2200,98,0,2298,98,2087,469,0,2556,469,25,0,0,45,45,0,0,45,25,0,0,32,32,0,0,32,25,0,0,19,19,0,0,19,25,0,0,0,0,0,0,0,25,0,0,4,4,0,0,4,"P6",255,268,281,300,296,255,268,281,300,296,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"6787",6786,"P6_0786",29,"innovation",0.435247791794681,"True","False",1,1.5,1.5,1.5,"per_family",1,28,63,0.444444444444444,29,21,15,347,70,0,417,70,3368,80,0,3448,80,15,0,21,0,0,0,21,0,15,0,12,7,7,0,12,7,15,0,9,0,0,0,9,0,15,0,0,8,8,1,2,6,15,0,0,0,0,0,0,0,"P6",84,86,96,96,105,84,86,96,97,105,0,0.368421052631579,0,0.75,NA,0,0.368421052631579,0,1,NA,NA,1,NA,0.857142857142857,NA,NA,1,NA,1,NA,0.8,0.885714285714286,0.914285714285714,0.971428571428571,1,0.8,0.885714285714286,0.914285714285714,1,1
"6788",6787,"P6_0787",37,"innovation",0.225772849107652,"True","False",1,1.5,1.5,1.5,"per_family",1,1056,2227,0.474180511899416,37,129,75,47001,18792,0,65793,18792,3570,3708,0,7278,3708,75,113,138,764,877,87,213,689,75,30,90,712,742,36,158,644,75,17,85,339,356,23,120,304,75,0,54,181,181,0,55,180,75,4,15,51,55,4,20,46,"P6",1786,1937,2328,2540,2705,1760,1943,2334,2540,2705,0.763858093126386,0.802992518703242,0.716981132075472,0.765957446808511,0.696969696969697,0.847006651884701,0.887780548628429,0.799528301886792,0.770212765957447,0.772727272727273,0.887886597938144,0.947058823529412,0.929663608562691,1,0.92,0.87115165336374,0.959568733153639,0.952247191011236,1,0.927272727272727,0.891891891891892,0.93009009009009,0.948468468468468,0.98018018018018,0.991351351351351,0.90954954954955,0.956756756756757,0.963243243243243,0.980540540540541,0.993153153153153
"6789",6788,"P6_0788",20,"innovation",0.473899060839306,"True","False",1,1.5,1.5,1.5,"per_family",1,9,9,1,20,8,5,10,0,0,10,0,970,0,0,970,0,5,0,0,3,3,0,0,3,5,0,0,2,2,0,0,2,5,0,0,3,3,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"P6",7,8,7,10,10,7,8,7,10,10,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"6790",6789,"P6_0789",17,"innovation",0.133357637188606,"True","False",1,1.5,1.5,1.5,"per_family",1,150,523,0.286806883365201,17,96,36,4242,2898,0,7140,2898,629,47,0,676,47,36,0,31,186,186,6,50,167,36,0,35,112,112,8,50,97,36,0,34,62,62,0,37,59,36,0,20,41,41,0,22,39,36,0,2,6,6,0,4,4,"P6",407,475,534,569,622,413,483,534,569,622,0.769585253456221,0.659863945578231,0.614583333333333,0.639344262295082,0.5,0.857142857142857,0.761904761904762,0.645833333333333,0.672131147540984,0.75,0.965317919075145,0.923809523809524,1,1,1,1,1,1,1,1,0.911111111111111,0.907936507936508,0.941269841269841,0.965079365079365,0.993650793650794,0.950793650793651,0.944444444444444,0.946031746031746,0.968253968253968,0.996825396825397
"6791",6790,"P6_0790",30,"innovation",0.189831537624328,"True","False",1,1.5,1.5,1.5,"per_family",1,103,145,0.710344827586207,30,45,28,3194,80,0,3274,80,3073,94,0,3167,94,28,24,12,33,57,0,0,45,28,22,11,16,38,0,0,27,28,0,0,22,22,0,0,22,28,0,0,7,7,0,0,7,28,0,6,0,0,0,6,0,"P6",333,351,356,371,372,309,329,356,371,372,1,1,1,1,0,0.733333333333333,0.592592592592593,1,1,0,1,1,1,1,NA,0.578947368421053,0.421052631578947,1,1,NA,1,1,1,1,0.984126984126984,0.904761904761905,0.912698412698413,1,1,0.984126984126984
"6792",6791,"P6_0791",18,"innovation",0.061300623507103,"True","False",1,1.5,1.5,1.5,"per_family",1,0,0,0,18,5,1,0,0,0,0,0,816,0,0,816,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"P6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6793",6792,"P6_0792",10,"innovation",0.484267999831294,"True","False",1,1.5,1.5,1.5,"per_family",1,91,474,0.191983122362869,10,64,36,5086,2041,0,7127,2041,61,49,0,110,49,36,29,41,139,168,29,87,93,36,10,32,120,130,34,65,87,36,12,48,52,64,9,48,52,36,4,10,45,49,6,20,35,36,0,9,6,6,0,9,6,"P6",421,444,521,569,615,421,468,518,571,615,0.516666666666667,0.572368421052632,0.52,0.636363636363636,0.4,0.772222222222222,0.789473684210526,0.52,0.818181818181818,0.4,0.762295081967213,0.71900826446281,0.852459016393443,0.853658536585366,1,0.827380952380952,0.923076923076923,0.8125,0.918367346938776,1,0.815873015873016,0.842857142857143,0.90952380952381,0.958730158730159,0.985714285714286,0.888888888888889,0.933333333333333,0.904761904761905,0.977777777777778,0.985714285714286
"6794",6793,"P6_0793",29,"innovation",0.05783061032701,"True","False",1,1.5,1.5,1.5,"per_family",1,97,110,0.881818181818182,29,28,17,652,28,0,680,28,3377,220,0,3597,220,17,0,0,61,61,0,0,61,17,0,3,27,27,2,7,23,17,0,3,26,26,2,7,22,17,0,0,10,10,0,0,10,17,0,0,2,2,0,0,2,"P6",75,104,105,126,134,75,106,107,126,134,1,0.766666666666667,0.758620689655172,1,1,1,0.9,0.896551724137931,1,1,1,0.92,0.916666666666667,1,1,1,1,1,1,1,1,0.933823529411765,0.933823529411765,1,1,1,0.977941176470588,0.977941176470588,1,1
"6795",6794,"P6_0794",35,"innovation",0.155437973898814,"True","False",1,1.5,1.5,1.5,"per_family",1,398,410,0.970731707317073,35,54,39,8864,0,0,8864,0,2645,3621,0,6266,3621,39,0,5,110,110,0,5,110,39,0,4,119,119,0,4,119,39,0,5,89,89,0,5,89,39,0,2,27,27,0,2,27,39,0,0,11,11,0,0,11,"P6",626,618,647,712,730,626,618,647,712,730,0.956521739130435,0.967479674796748,0.946808510638298,0.931034482758621,1,0.956521739130435,0.967479674796748,0.946808510638298,0.931034482758621,1,1,1,1,1,1,1,1,1,1,1,0.993252361673414,0.994601889338731,0.993252361673414,0.997300944669366,1,0.993252361673414,0.994601889338731,0.993252361673414,0.997300944669366,1
"6796",6795,"P6_0795",38,"innovation",0.139612294067513,"True","False",1,1.5,1.5,1.5,"per_family",1,55,134,0.41044776119403,38,39,31,4358,135,0,4493,135,8002,324,0,8326,324,31,0,16,51,51,2,33,34,31,0,17,0,0,0,17,0,31,2,18,9,11,2,18,9,31,0,9,0,0,0,9,0,31,0,4,5,5,0,4,5,"P6",396,448,436,456,456,398,448,436,456,456,0.507462686567164,0,0.333333333333333,0,0.555555555555556,0.761194029850746,0,0.333333333333333,0,0.555555555555556,0.944444444444444,NA,0.818181818181818,NA,1,1,NA,0.818181818181818,NA,1,0.924731182795699,0.963440860215054,0.956989247311828,0.980645161290323,0.991397849462366,0.965591397849462,0.963440860215054,0.956989247311828,0.980645161290323,0.991397849462366
